uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,eventID,processingDate,massSampleIDList,massSampleMixtureID,cnSampleID,cnSampleCode,ligninSampleID,ligninSampleBarcode,archiveSampleID,archiveSampleBarcode,bgcArchiveMass,toxicodendronPossible,remarks,processedBy,publicationDate,release
c6a3bfa0-9564-4d99-9e86-36fc72c29de0,HARV,D01,HARV,NA,2024-04-29,2024-05-27,LTR.2024.HARV.22,2024-12-11,NEON.LTR.HARV038543.20240527.MXT|NEON.LTR.HARV044111.20240527.MXT|NEON.LTR.HARV033397.20240527.MXT|NEON.LTR.HARV039660.20240527.MXT|NEON.LTR.HARV035120.20240527.MXT|NEON.LTR.HARV042699.20240527.MXT|NEON.LTR.HARV047111.20240527.MXT|NEON.LTR.HARV044815.20240527.MXT|NEON.LTR.HARV039872.20240527.MXT|NEON.LTR.HARV038363.20240527.MXT|NEON.LTR.HARV047947.20240527.MXT|NEON.LTR.HARV040292.20240527.MXT|NEON.LTR.HARV034608.20240527.MXT|NEON.LTR.HARV034371.20240527.MXT|NEON.LTR.HARV033209.20240527.MXT|NEON.LTR.HARV035402.20240527.MXT|NEON.LTR.HARV042858.20240527.MXT|NEON.LTR.HARV046204.20240527.MXT,NEON.LTR.HARV.2024.MXT,NEON.LTR.HARV.2024.MXT.CN,A00000321816,NEON.LTR.HARV.2024.MXT.LIG,A00000321806,NEON.LTR.HARV.2024.MXT.AR,A00000321077,7.2,N,NA,0000-0003-1933-3182,20251206T213303Z,RELEASE-2026
ad1d6415-36b2-419f-8842-8991014c6078,HARV,D01,HARV,NA,2024-09-16,2024-09-30,LTR.2024.HARV.40,2025-01-01,NEON.LTR.HARV039872.20240930.SDS|NEON.LTR.HARV044815.20240930.SDS|NEON.LTR.HARV046775.20240930.SDS|NEON.LTR.HARV042858.20240930.SDS|NEON.LTR.HARV035402.20240930.SDS|NEON.LTR.HARV035120.20240930.SDS|NEON.LTR.HARV044111.20240930.SDS|NEON.LTR.HARV038543.20240930.SDS|NEON.LTR.HARV042699.20240930.SDS|NEON.LTR.HARV033209.20240930.SDS|NEON.LTR.HARV033397.20240930.SDS|NEON.LTR.HARV039660.20240930.SDS,NEON.LTR.HARV.2024.SDS,NEON.LTR.HARV.2024.SDS.CN,A00000321931,NEON.LTR.HARV.2024.SDS.LIG,A00000321932,NEON.LTR.HARV.2024.SDS.AR,A00000321022,11.44,N,ESDS from HARV_033_209 lost. Total pooled mass still >20g.,0000-0003-1933-3182,20251206T182235Z,RELEASE-2026
d87d9815-ea6e-4c26-a36a-6ecfd89963ee,HARV_044.basePlot.ltr,D01,HARV,HARV_044,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-02,NEON.LTR.HARV044111.20241014.NDL|NEON.LTR.HARV044815.20241014.NDL,NEON.LTR.HARV044.20241014.NDL,NEON.LTR.HARV044.20241014.NDL.CN,A00000321926,NEON.LTR.HARV044.20241014.NDL.LIG,A00000321928,NA,NA,NA,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
2475d2e2-07a8-443a-91d3-b22c2b6463e5,HARV_040.basePlot.ltr,D01,HARV,HARV_040,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-30,NEON.LTR.HARV040849.20241014.LVS,NEON.LTR.HARV040.20241014.LVS,NEON.LTR.HARV040.20241014.LVS.CN,A00000321864,NEON.LTR.HARV040.20241014.LVS.LIG,A00000321854,NEON.LTR.HARV040.20241014.LVS.AR,A00000321037,8.52,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
d8101f2b-52ad-47eb-a39c-e4319b63fae4,HARV_047.basePlot.ltr,D01,HARV,HARV_047,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-01,NEON.LTR.HARV047111.20241014.LVS|NEON.LTR.HARV047947.20241014.LVS,NEON.LTR.HARV047.20241014.LVS,NEON.LTR.HARV047.20241014.LVS.CN,A00000321914,NEON.LTR.HARV047.20241014.LVS.LIG,A00000321913,NEON.LTR.HARV047.20241014.LVS.AR,A00000321026,8.81,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
a0e0668c-637f-4f4c-8d5b-2b089fa94670,HARV_035.basePlot.ltr,D01,HARV,HARV_035,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-31,NEON.LTR.HARV035120.20241014.LVS|NEON.LTR.HARV035402.20241014.LVS,NEON.LTR.HARV035.20241014.LVS,NEON.LTR.HARV035.20241014.LVS.CN,A00000321884,NEON.LTR.HARV035.20241014.LVS.LIG,A00000321874,NEON.LTR.HARV035.20241014.LVS.AR,A00000321027,9.14,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
d5cdf408-66d8-49c6-9c9b-985f75722390,HARV_042.basePlot.ltr,D01,HARV,HARV_042,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-02,NEON.LTR.HARV042699.20241014.NDL|NEON.LTR.HARV042858.20241014.NDL,NEON.LTR.HARV042.20241014.NDL,NEON.LTR.HARV042.20241014.NDL.CN,A00000321927,NEON.LTR.HARV042.20241014.NDL.LIG,A00000321925,NA,NA,NA,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
202439a1-ccf7-47cf-b50f-8dc328bb290c,HARV_040.basePlot.ltr,D01,HARV,HARV_040,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-02,NEON.LTR.HARV040849.20241014.NDL,NEON.LTR.HARV040.20241014.NDL,NEON.LTR.HARV040.20241014.NDL.CN,A00000321905,NEON.LTR.HARV040.20241014.NDL.LIG,A00000321907,NA,NA,NA,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
e60a3b8b-f744-4c4f-bab4-1cd168c82218,HARV_033.basePlot.ltr,D01,HARV,HARV_033,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-01,NEON.LTR.HARV033397.20241014.NDL|NEON.LTR.HARV033209.20241014.NDL,NEON.LTR.HARV033.20241014.NDL,NEON.LTR.HARV033.20241014.NDL.CN,A00000321883,NEON.LTR.HARV033.20241014.NDL.LIG,A00000321903,NA,NA,NA,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
42bec4c0-df24-48bf-9190-68de164ebec8,HARV_034.basePlot.ltr,D01,HARV,HARV_034,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-01,NEON.LTR.HARV034608.20241014.NDL|NEON.LTR.HARV034371.20241014.NDL,NEON.LTR.HARV034.20241014.NDL,NEON.LTR.HARV034.20241014.NDL.CN,A00000321893,NEON.LTR.HARV034.20241014.NDL.LIG,A00000321852,NA,NA,NA,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
97d2286d-516d-478f-89cb-590250c8dee6,HARV_038.basePlot.ltr,D01,HARV,HARV_038,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-31,NEON.LTR.HARV038363.20241014.LVS|NEON.LTR.HARV038543.20241014.LVS,NEON.LTR.HARV038.20241014.LVS,NEON.LTR.HARV038.20241014.LVS.CN,A00000321823,NEON.LTR.HARV038.20241014.LVS.LIG,A00000321813,NEON.LTR.HARV038.20241014.LVS.AR,A00000321005,9.41,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
a0a9d5aa-6aeb-4cbe-b563-c3f474b10c7a,HARV_039.basePlot.ltr,D01,HARV,HARV_039,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-02,NEON.LTR.HARV039660.20241014.NDL|NEON.LTR.HARV039872.20241014.NDL,NEON.LTR.HARV039.20241014.NDL,NEON.LTR.HARV039.20241014.NDL.CN,A00000321910,NEON.LTR.HARV039.20241014.NDL.LIG,A00000321906,NA,NA,NA,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
b9353469-5465-4a4c-bccc-2f21f5378995,HARV_044.basePlot.ltr,D01,HARV,HARV_044,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-31,NEON.LTR.HARV044815.20241014.LVS|NEON.LTR.HARV044111.20241014.LVS,NEON.LTR.HARV044.20241014.LVS,NEON.LTR.HARV044.20241014.LVS.CN,A00000321843,NEON.LTR.HARV044.20241014.LVS.LIG,A00000321833,NEON.LTR.HARV044.20241014.LVS.AR,A00000321024,9.63,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
e2e782a5-8818-4933-80fe-0dc71bd17023,HARV_038.basePlot.ltr,D01,HARV,HARV_038,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-02,NEON.LTR.HARV038543.20241014.NDL|NEON.LTR.HARV038363.20241014.NDL,NEON.LTR.HARV038.20241014.NDL,NEON.LTR.HARV038.20241014.NDL.CN,A00000321909,NEON.LTR.HARV038.20241014.NDL.LIG,A00000321908,NA,NA,NA,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
e9c8fa8b-a9ee-4893-90d6-7c5718382a90,HARV_034.basePlot.ltr,D01,HARV,HARV_034,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-31,NEON.LTR.HARV034371.20241014.LVS|NEON.LTR.HARV034608.20241014.LVS,NEON.LTR.HARV034.20241014.LVS,NEON.LTR.HARV034.20241014.LVS.CN,A00000321912,NEON.LTR.HARV034.20241014.LVS.LIG,A00000321911,NEON.LTR.HARV034.20241014.LVS.AR,A00000321023,8.72,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
a95d059d-8db7-4a49-a68a-0bb085fd0315,HARV_046.basePlot.ltr,D01,HARV,HARV_046,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-30,NEON.LTR.HARV046204.20241014.LVS|NEON.LTR.HARV046775.20241014.LVS,NEON.LTR.HARV046.20241014.LVS,NEON.LTR.HARV046.20241014.LVS.CN,A00000321812,NEON.LTR.HARV046.20241014.LVS.LIG,A00000321822,NEON.LTR.HARV046.20241014.LVS.AR,A00000321025,9.14,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
eb7e88e4-0c66-4730-93c8-fc0cfb7b7610,HARV_035.basePlot.ltr,D01,HARV,HARV_035,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-02,NEON.LTR.HARV035120.20241014.NDL|NEON.LTR.HARV035402.20241014.NDL,NEON.LTR.HARV035.20241014.NDL,NEON.LTR.HARV035.20241014.NDL.CN,A00000321863,NEON.LTR.HARV035.20241014.NDL.LIG,A00000321873,NA,NA,NA,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
25078809-ab9c-4934-8c80-9f15eb470ee3,HARV_042.basePlot.ltr,D01,HARV,HARV_042,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-30,NEON.LTR.HARV042858.20241014.LVS|NEON.LTR.HARV042699.20241014.LVS,NEON.LTR.HARV042.20241014.LVS,NEON.LTR.HARV042.20241014.LVS.CN,A00000321832,NEON.LTR.HARV042.20241014.LVS.LIG,A00000321842,NEON.LTR.HARV042.20241014.LVS.AR,A00000321038,7.73,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
9bb941dd-e4f6-45d4-b7c0-de4f8fad0877,HARV_033.basePlot.ltr,D01,HARV,HARV_033,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-30,NEON.LTR.HARV033209.20241014.LVS|NEON.LTR.HARV033397.20241014.LVS,NEON.LTR.HARV033.20241014.LVS,NEON.LTR.HARV033.20241014.LVS.CN,A00000321904,NEON.LTR.HARV033.20241014.LVS.LIG,A00000321894,NEON.LTR.HARV033.20241014.LVS.AR,A00000321042,7.71,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
56530814-727a-428d-a4d9-136d45e9eb80,HARV_039.basePlot.ltr,D01,HARV,HARV_039,2024-09-30,2024-10-14,LTR.2024.HARV.42,2024-12-17,NEON.LTR.HARV039660.20241014.LVS|NEON.LTR.HARV039872.20241014.LVS,NEON.LTR.HARV039.20241014.LVS,NEON.LTR.HARV039.20241014.LVS.CN,A00000321827,NEON.LTR.HARV039.20241014.LVS.LIG,A00000321837,NEON.LTR.HARV039.20241014.LVS.AR,A00000321083,8.75,N,NA,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
207be602-1eab-4fe9-81ec-6d8a370b1c4a,HARV_046.basePlot.ltr,D01,HARV,HARV_046,2024-09-30,2024-10-14,LTR.2024.HARV.42,2025-01-02,NEON.LTR.HARV046204.20241014.NDL|NEON.LTR.HARV046775.20241014.NDL,NEON.LTR.HARV046.20241014.NDL,NEON.LTR.HARV046.20241014.NDL.CN,A00000321929,NEON.LTR.HARV046.20241014.NDL.LIG,A00000321930,NEON.LTR.HARV046.20241014.NDL.AR,A00000321006,7.85,N,Needle sample; cn ground to 20 mesh,0000-0003-1933-3182,20251206T191104Z,RELEASE-2026
29b19b97-c59f-4b7e-8fcd-8ba36337acc0,SCBI_048.basePlot.ltr,D02,SCBI,SCBI_048,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI048793.20171113.LVS,NEON.LTR.SCBI048.20171113.LVS,NEON.LTR.SCBI048.20171113.LVS.CN,NA,NEON.LTR.SCBI048.20171113.LVS.LIG,NA,NEON.LTR.SCBI048.20171113.LVS.AR,A00000367901,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
94203a8a-e569-449d-b50a-9782cb00c0e6,SCBI_063.basePlot.ltr,D02,SCBI,SCBI_063,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI063365.20171113.LVS,NEON.LTR.SCBI063.20171113.LVS,NEON.LTR.SCBI063.20171113.LVS.CN,NA,NEON.LTR.SCBI063.20171113.LVS.LIG,NA,NEON.LTR.SCBI063.20171113.LVS.AR,A00000367893,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
e6bdd4f9-cbeb-4b8e-82f9-4b7d72588fd2,SCBI_058.basePlot.ltr,D02,SCBI,SCBI_058,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI058354.20171113.LVS,NEON.LTR.SCBI058.20171113.LVS,NEON.LTR.SCBI058.20171113.LVS.CN,NA,NEON.LTR.SCBI058.20171113.LVS.LIG,NA,NA,NA,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
86c49017-9d72-4339-949a-0322a81376b6,SCBI_046.basePlot.ltr,D02,SCBI,SCBI_046,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI046065.20171113.LVS,NEON.LTR.SCBI046.20171113.LVS,NEON.LTR.SCBI046.20171113.LVS.CN,NA,NEON.LTR.SCBI046.20171113.LVS.LIG,NA,NEON.LTR.SCBI046.20171113.LVS.AR,A00000367894,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
2a893ad4-0fdf-4545-84f0-dbb518cc3a43,SCBI_054.basePlot.ltr,D02,SCBI,SCBI_054,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI054700.20171113.LVS,NEON.LTR.SCBI054.20171113.LVS,NEON.LTR.SCBI054.20171113.LVS.CN,NA,NEON.LTR.SCBI054.20171113.LVS.LIG,NA,NEON.LTR.SCBI054.20171113.LVS.AR,A00000367896,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
2a9b5728-2321-4554-8531-68966984f07b,SCBI_064.basePlot.ltr,D02,SCBI,SCBI_064,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI064907.20171113.LVS,NEON.LTR.SCBI064.20171113.LVS,NEON.LTR.SCBI064.20171113.LVS.CN,NA,NEON.LTR.SCBI064.20171113.LVS.LIG,NA,NEON.LTR.SCBI064.20171113.LVS.AR,A00000367892,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
ee9bd03c-2989-438a-8bb9-9474feb4f739,SCBI_053.basePlot.ltr,D02,SCBI,SCBI_053,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI053256.20171113.LVS,NEON.LTR.SCBI053.20171113.LVS,NEON.LTR.SCBI053.20171113.LVS.CN,NA,NEON.LTR.SCBI053.20171113.LVS.LIG,NA,NEON.LTR.SCBI053.20171113.LVS.AR,A00000367897,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
1c8aca1a-5c22-4c2a-920d-b0eacca671e8,SCBI_062.basePlot.ltr,D02,SCBI,SCBI_062,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI062947.20171113.LVS,NEON.LTR.SCBI062.20171113.LVS,NEON.LTR.SCBI062.20171113.LVS.CN,NA,NEON.LTR.SCBI062.20171113.LVS.LIG,NA,NEON.LTR.SCBI062.20171113.LVS.AR,A00000367900,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
cbbbe368-ee23-48e9-8751-8c37a71e79d3,SCBI_047.basePlot.ltr,D02,SCBI,SCBI_047,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI047645.20171113.LVS,NEON.LTR.SCBI047.20171113.LVS,NEON.LTR.SCBI047.20171113.LVS.CN,NA,NEON.LTR.SCBI047.20171113.LVS.LIG,NA,NEON.LTR.SCBI047.20171113.LVS.AR,A00000367898,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
b4361104-7c91-4de2-a20d-2f308783b89d,SCBI_066.basePlot.ltr,D02,SCBI,SCBI_066,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI066097.20171113.LVS,NEON.LTR.SCBI066.20171113.LVS,NEON.LTR.SCBI066.20171113.LVS.CN,NA,NEON.LTR.SCBI066.20171113.LVS.LIG,NA,NEON.LTR.SCBI066.20171113.LVS.AR,A00000367902,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
4f751836-9fae-46c4-a238-3a39ee1243d0,SCBI_056.basePlot.ltr,D02,SCBI,SCBI_056,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI056359.20171113.LVS,NEON.LTR.SCBI056.20171113.LVS,NEON.LTR.SCBI056.20171113.LVS.CN,NA,NEON.LTR.SCBI056.20171113.LVS.LIG,NA,NEON.LTR.SCBI056.20171113.LVS.AR,A00000367895,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
2f2366c6-b719-4b61-bd3f-12f705fc0d4c,SCBI_045.basePlot.ltr,D02,SCBI,SCBI_045,2017-10-31,2017-11-13,NA,2018-01-03,NEON.LTR.SCBI045508.20171113.LVS|NEON.LTR.SCBI045196.20171113.LVS,NEON.LTR.SCBI045.20171113.LVS,NEON.LTR.SCBI045.20171113.LVS.CN,NA,NEON.LTR.SCBI045.20171113.LVS.LIG,NA,NEON.LTR.SCBI045.20171113.LVS.AR,A00000367899,NA,NA,NA,jward@battelleecology.org,20251205T002657Z,RELEASE-2026
000d837b-2fed-4611-a46d-91a77101ecb4,SCBI,D02,SCBI,NA,2022-02-07,2022-04-12,LTR.2022.SCBI.15,2023-01-05,NEON.LTR.SCBI067555.20220412.WDY|NEON.LTR.SCBI053588.20220412.WDY|NEON.LTR.SCBI047645.20220412.WDY|NEON.LTR.SCBI049879.20220412.WDY|NEON.LTR.SCBI062304.20220412.WDY|NEON.LTR.SCBI058690.20220412.WDY|NEON.LTR.SCBI058354.20220412.WDY|NEON.LTR.SCBI047429.20220412.WDY|NEON.LTR.SCBI045508.20220412.WDY|NEON.LTR.SCBI062947.20220412.WDY|NEON.LTR.SCBI049366.20220412.WDY|NEON.LTR.SCBI053256.20220412.WDY|NEON.LTR.SCBI057408.20220412.WDY|NEON.LTR.SCBI045196.20220412.WDY,NEON.LTR.SCBI.2022.WDY,NEON.LTR.SCBI.2022.WDY.CN,A00000170685,NEON.LTR.SCBI.2022.WDY.LIG,A00000170684,NEON.LTR.SCBI.2022.WDY.AR,A00000170683,7.57,N,NA,0000-0001-7914-5891,20251206T061018Z,RELEASE-2026
56d688ba-33e8-40e5-b14e-6542eb0a4654,SCBI,D02,SCBI,NA,2022-02-07,2022-04-12,LTR.2022.SCBI.15,2023-01-05,NEON.LTR.SCBI067555.20220412.TWI|NEON.LTR.SCBI049879.20220412.TWI|NEON.LTR.SCBI045508.20220412.TWI|NEON.LTR.SCBI057408.20220412.TWI|NEON.LTR.SCBI053256.20220412.TWI|NEON.LTR.SCBI047429.20220412.TWI|NEON.LTR.SCBI062304.20220412.TWI|NEON.LTR.SCBI053588.20220412.TWI|NEON.LTR.SCBI058690.20220412.TWI|NEON.LTR.SCBI049366.20220412.TWI|NEON.LTR.SCBI058354.20220412.TWI|NEON.LTR.SCBI047645.20220412.TWI|NEON.LTR.SCBI062947.20220412.TWI|NEON.LTR.SCBI045196.20220412.TWI,NEON.LTR.SCBI.2022.TWI,NEON.LTR.SCBI.2022.TWI.CN,A00000170700,NEON.LTR.SCBI.2022.TWI.LIG,A00000170699,NEON.LTR.SCBI.2022.TWI.AR,A00000170698,6.06,N,NA,0000-0001-7914-5891,20251206T061018Z,RELEASE-2026
e2281e5c-b0e0-4e55-bfbe-a428981d4447,SCBI,D02,SCBI,NA,2022-04-12,2022-06-01,LTR.2022.SCBI.22,2021-12-21,NEON.LTR.SCBI058690.20220601.FLR|NEON.LTR.SCBI062947.20220601.FLR|NEON.LTR.SCBI057110.20220601.FLR|NEON.LTR.SCBI047645.20220601.FLR|NEON.LTR.SCBI049879.20220601.FLR|NEON.LTR.SCBI057408.20220601.FLR|NEON.LTR.SCBI056359.20220601.FLR|NEON.LTR.SCBI053256.20220601.FLR|NEON.LTR.SCBI050645.20220601.FLR|NEON.LTR.SCBI049366.20220601.FLR|NEON.LTR.SCBI045196.20220601.FLR|NEON.LTR.SCBI047429.20220601.FLR|NEON.LTR.SCBI045508.20220601.FLR|NEON.LTR.SCBI050269.20220601.FLR|NEON.LTR.SCBI056050.20220601.FLR,NEON.LTR.SCBI.2022.FLR,NEON.LTR.SCBI.2022.FLR.CN,A00000170688,NEON.LTR.SCBI.2022.FLR.LIG,A00000170687,NEON.LTR.SCBI.2022.FLR.AR,A00000170686,8.67,N,NA,0000-0001-6848-3983,20251206T032608Z,RELEASE-2026
d321a2a2-8165-42ee-8529-17c0e14893ca,SCBI,D02,SCBI,NA,2022-04-12,2022-06-01,LTR.2022.SCBI.22,2022-12-21,NEON.LTR.SCBI062947.20220601.MXT|NEON.LTR.SCBI049879.20220601.MXT|NEON.LTR.SCBI056050.20220601.MXT|NEON.LTR.SCBI045196.20220601.MXT|NEON.LTR.SCBI058690.20220601.MXT|NEON.LTR.SCBI047645.20220601.MXT|NEON.LTR.SCBI050645.20220601.MXT|NEON.LTR.SCBI050269.20220601.MXT|NEON.LTR.SCBI047429.20220601.MXT|NEON.LTR.SCBI049366.20220601.MXT|NEON.LTR.SCBI053256.20220601.MXT|NEON.LTR.SCBI057408.20220601.MXT|NEON.LTR.SCBI057110.20220601.MXT|NEON.LTR.SCBI045508.20220601.MXT|NEON.LTR.SCBI056359.20220601.MXT,NEON.LTR.SCBI.2022.MXT,NEON.LTR.SCBI.2022.MXT.CN,A00000170691,NEON.LTR.SCBI.2022.MXT.LIG,A00000170690,NEON.LTR.SCBI.2022.MXT.AR,A00000170692,6.49,N,NA,0000-0001-7914-5891,20251206T032608Z,RELEASE-2026
7d99ba96-4546-414e-a131-ad9352aa3cc8,SCBI,D02,SCBI,NA,2022-07-26,2022-08-30,LTR.2022.SCBI.35,2022-12-21,NEON.LTR.SCBI049366.20220830.OTH|NEON.LTR.SCBI057408.20220830.OTH|NEON.LTR.SCBI058354.20220830.OTH|NEON.LTR.SCBI062947.20220830.OTH|NEON.LTR.SCBI053588.20220830.OTH|NEON.LTR.SCBI057110.20220830.OTH|NEON.LTR.SCBI050269.20220830.OTH|NEON.LTR.SCBI058690.20220830.OTH|NEON.LTR.SCBI050645.20220830.OTH|NEON.LTR.SCBI047429.20220830.OTH|NEON.LTR.SCBI053256.20220830.OTH|NEON.LTR.SCBI067555.20220830.OTH|NEON.LTR.SCBI067944.20220830.OTH|NEON.LTR.SCBI056359.20220830.OTH|NEON.LTR.SCBI049879.20220830.OTH,NEON.LTR.SCBI.2022.OTH,NEON.LTR.SCBI.2022.OTH.CN,A00000170694,NEON.LTR.SCBI.2022.OTH.LIG,A00000170693,NA,NA,NA,N,NA,0000-0001-7914-5891,20251206T033351Z,RELEASE-2026
99e457e1-3cb8-48c0-893e-e667dc54c4f6,SCBI_056.basePlot.ltr,D02,SCBI,SCBI_056,2022-10-24,2022-11-07,LTR.2022.SCBI.45,2022-12-19,NEON.LTR.SCBI056050.20221107.LVS|NEON.LTR.SCBI056359.20221107.LVS,NEON.LTR.SCBI056.20221107.LVS,NEON.LTR.SCBI056.20221107.LVS.CN,A00000170666,NEON.LTR.SCBI056.20221107.LVS.LIG,A00000170665,NEON.LTR.SCBI056.20221107.LVS.AR,A00000170678,5.84,N,NA,0000-0001-7914-5891,20251206T033124Z,RELEASE-2026
85c76d1f-8a27-4cb5-a2af-f9629cdb5d19,SCBI_067.basePlot.ltr,D02,SCBI,SCBI_067,2022-10-24,2022-11-07,LTR.2022.SCBI.45,2021-12-21,NEON.LTR.SCBI067555.20221107.LVS|NEON.LTR.SCBI067944.20221107.LVS,NEON.LTR.SCBI067.20221107.LVS,NEON.LTR.SCBI067.20221107.LVS.CN,A00000170656,NEON.LTR.SCBI067.20221107.LVS.LIG,A00000170654,NEON.LTR.SCBI067.20221107.LVS.AR,A00000170676,8.77,N,NA,0000-0001-6848-3983,20251206T033124Z,RELEASE-2026
4b8bcc2f-2ab7-41a2-86ad-a95795e2443b,SCBI_045.basePlot.ltr,D02,SCBI,SCBI_045,2022-10-24,2022-11-07,LTR.2022.SCBI.45,2022-12-19,NEON.LTR.SCBI045196.20221107.LVS|NEON.LTR.SCBI045508.20221107.LVS,NEON.LTR.SCBI045.20221107.LVS,NEON.LTR.SCBI045.20221107.LVS.CN,A00000170655,NEON.LTR.SCBI045.20221107.LVS.LIG,A00000170653,NEON.LTR.SCBI045.20221107.LVS.AR,A00000170677,7.65,N,NA,0000-0001-6848-3983,20251206T033124Z,RELEASE-2026
2132212e-917d-4605-835f-92e9ffcc1ece,SCBI,D02,SCBI,NA,2022-10-24,2022-11-07,LTR.2022.SCBI.45,2022-12-21,NEON.LTR.SCBI050269.20221107.SDS|NEON.LTR.SCBI053588.20221107.SDS|NEON.LTR.SCBI056359.20221107.SDS|NEON.LTR.SCBI045196.20221107.SDS|NEON.LTR.SCBI049879.20221107.SDS|NEON.LTR.SCBI058690.20221107.SDS|NEON.LTR.SCBI062304.20221107.SDS|NEON.LTR.SCBI045508.20221107.SDS|NEON.LTR.SCBI067944.20221107.SDS|NEON.LTR.SCBI058354.20221107.SDS|NEON.LTR.SCBI050645.20221107.SDS|NEON.LTR.SCBI056050.20221107.SDS|NEON.LTR.SCBI047429.20221107.SDS|NEON.LTR.SCBI067555.20221107.SDS|NEON.LTR.SCBI053256.20221107.SDS|NEON.LTR.SCBI057408.20221107.SDS|NEON.LTR.SCBI057110.20221107.SDS|NEON.LTR.SCBI062947.20221107.SDS|NEON.LTR.SCBI049366.20221107.SDS|NEON.LTR.SCBI047645.20221107.SDS,NEON.LTR.SCBI.2022.SDS,NEON.LTR.SCBI.2022.SDS.CN,A00000170697,NEON.LTR.SCBI.2022.SDS.LIG,A00000170696,NEON.LTR.SCBI.2022.SDS.AR,A00000170695,5.59,N,NA,0000-0001-7914-5891,20251206T033124Z,RELEASE-2026
